NID,CCN,REPORTDATETIME,SHIFT,OFFENSE,METHOD,LASTMODIFIEDDATE,BLOCKSITEADDRESS,LATITUDE,LONGITUDE,CITY,STATE,WARD,ANC,SMD,DISTRICT,PSA,NEIGHBORHOODCLUSTER,HOTSPOT2006NAME,HOTSPOT2005NAME,HOTSPOT2004NAME,BUSINESSIMPROVEMENTDISTRICT
1155334,12055171,4/23/2012 12:00:00 AM,UNK,STOLEN AUTO,STOLEN AUTO,4/30/2012 10:12:05 AM,3400 B/O HIGHWOOD DR SE,38.86962581366790,-76.95635843247780,WASHINGTON,DC,7,7B,7B07,SIXTH,605,34,NONE,NONE,NONE,NONE
1155339,12054232,4/23/2012 12:00:00 AM,UNK,THEFT F/AUTO,2,4/30/2012 10:12:05 AM,BRANCH AVE SE & PENNSYLVANIA AVE SE,38.86929125709540,-76.96038255029530,WASHINGTON,DC,7,7B,7B04,SIXTH,605,34,NONE,NONE,NONE,NONE
1155341,12055174,4/23/2012 12:00:00 AM,UNK,STOLEN AUTO,STOLEN AUTO,4/30/2012 10:12:05 AM,12TH ST NE & NEWTON ST NE,38.93352649272380,-76.99107851925210,WASHINGTON,DC,5,5A,5A07,FIFTH,504,22,NONE,NONE,NONE,NONE
1155343,12055184,4/23/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:05 AM,600 B/O MICHIGAN AVE NE,38.93332648532940,-76.99577222165030,WASHINGTON,DC,5,5C,5C10,FOURTH,405,20,NONE,NONE,NONE,NONE
1155344,12055190,4/23/2012 12:00:00 AM,UNK,THEFT,1,4/30/2012 10:12:05 AM,4300 B/O 3RD ST SE,38.82508898654950,-77.00144599023790,WASHINGTON,DC,8,8D,8D03,SEVENTH,708,39,NONE,NONE,NONE,NONE
1155345,12055194,4/23/2012 12:00:00 AM,UNK,THEFT F/AUTO,2,4/30/2012 10:12:05 AM,1400 B/O OGDEN ST NW,38.93451774013920,-77.03374320960660,WASHINGTON,DC,1,1A,1A02,FOURTH,409,2,NONE,NONE,NONE,NONE
1155352,12055169,4/23/2012 12:00:00 AM,UNK,BURGLARY,2,4/30/2012 10:12:05 AM,2300 B/O 11TH ST NW,38.92159545512250,-77.027036393623,WASHINGTON,DC,1,1B,1B03,THIRD,304,2,NONE,NONE,NONE,NONE
1155356,12055200,4/23/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:05 AM,1300 B/O PENNSYLVANIA AVE NW,38.89610703501790,-77.03073363827040,WASHINGTON,DC,2,2F,2F03,FIRST,101,8,NONE,NONE,NONE,DOWNTOWN BID
1155358,12055205,4/23/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:06 AM,3600 B/O 18TH ST NE,38.93458709230260,-76.97972901210670,WASHINGTON,DC,5,5A,5A10,FIFTH,504,22,NONE,NONE,NONE,NONE
1155360,12055203,4/22/2012 12:00:00 AM,UNK,BURGLARY,2,4/30/2012 10:12:05 AM,5900 B/O 14TH ST NW,38.96136609458590,-77.03346054479370,WASHINGTON,DC,4,4A,4A06,FOURTH,402,17,NONE,NONE,NONE,NONE
1155361,12055198,4/23/2012 12:00:00 AM,UNK,THEFT F/AUTO,1,4/30/2012 10:12:05 AM,1200 B/O V ST NW,38.918111754407,-77.02885230555120,WASHINGTON,DC,1,1B,1B04,THIRD,305,3,NONE,NONE,NONE,NONE
1155364,12055218,4/23/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:05 AM,1200 B/O SARATOGA AVE NE,38.92247082060630,-76.98950373246510,WASHINGTON,DC,5,5B,5B03,FIFTH,505,22,NONE,NONE,NONE,NONE
1155365,12055217,4/23/2012 12:00:00 AM,UNK,STOLEN AUTO,STOLEN AUTO,4/30/2012 10:12:05 AM,600 B/O WATER ST SW,38.87708968828190,-77.02159920228770,WASHINGTON,DC,6,6D,6D04,FIRST,105,NONE,NONE,NONE,NONE,NONE
1155367,12055236,4/23/2012 12:00:00 AM,UNK,THEFT,TAGS,4/30/2012 10:12:05 AM,600 B/O M ST NW,38.905643511522,-77.02090767171130,WASHINGTON,DC,6,2C,2C03,THIRD,308,8,NONE,NONE,NONE,NONE
1155369,12055180,4/23/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:06 AM,1400 B/O EUCLID ST NW,38.92355010853790,-77.03309936326390,WASHINGTON,DC,,NONE,NONE,,,NONE,NONE,NONE,NONE,NONE
1155375,12055127,4/23/2012 12:00:00 AM,UNK,BURGLARY,2,4/30/2012 10:12:05 AM,5600 B/O EAST CAPITOL ST,38.88974321483510,-76.92076889028450,WASHINGTON,DC,7,7C,7C02,SIXTH,608,33,NONE,NONE,NONE,NONE
1155378,12055224,4/23/2012 12:00:00 AM,UNK,THEFT,1,4/30/2012 10:12:05 AM,1100 B/O 6TH ST SW,38.877024230782,-77.01988894945120,WASHINGTON,DC,6,6D,6D01,FIRST,105,9,NONE,NONE,NONE,NONE
1155379,12055225,4/23/2012 12:00:00 AM,UNK,STOLEN AUTO,STOLEN AUTO,4/30/2012 10:12:05 AM,600 B/O EDGEWOOD ST NE,38.92453236258620,-76.99722420937230,WASHINGTON,DC,5,5C,5C08,FIFTH,502,21,NONE,NONE,NONE,NONE
1155380,12055250,4/23/2012 12:00:00 AM,UNK,THEFT,TAGS,4/30/2012 10:12:05 AM,2600 B/O JASPER ST SE,38.85174693571530,-76.96923729104180,WASHINGTON,DC,8,8B,8B04,SEVENTH,702,36,NONE,NONE,NONE,NONE
1155394,12055109,4/23/2012 12:00:00 AM,UNK,ADW,OTHER,4/30/2012 10:12:05 AM,2600 B/O MARTIN LUTHER KING JR AVE SE,38.85550746713210,-76.99609783491660,WASHINGTON,DC,8,8C,8C02,SEVENTH,703,37,NONE,NONE,NONE,NONE
1155395,12055268,4/23/2012 12:00:00 AM,UNK,BURGLARY,2,4/30/2012 10:12:06 AM,2000 B/O 3RD ST NE,38.91751489356560,-77.00203061333890,WASHINGTON,DC,5,5C,5C05,FIFTH,502,21,NONE,NONE,NONE,NONE
1155419,12055295,4/23/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:05 AM,3600 B/O 38TH ST NW,38.93837958188740,-77.07599547540470,WASHINGTON,DC,3,3C,3C06,SECOND,204,14,NONE,NONE,NONE,NONE
1155424,12055287,4/23/2012 12:00:00 AM,UNK,ROBBERY,KNIFE,4/30/2012 10:12:06 AM,UNIT B/O I ST SE,38.87928416632490,-77.00666820386410,,,6,6D,6D07,FIRST,106,27,NONE,NONE,NONE,CAPITOL RIVERFRONT BID
1155426,12055296,4/23/2012 12:00:00 AM,UNK,THEFT F/AUTO,1,4/30/2012 10:12:05 AM,900 B/O HALF ST SE,38.87883457340260,-77.00743002140180,WASHINGTON,DC,6,6D,6D07,FIRST,106,27,NONE,NONE,NONE,CAPITOL RIVERFRONT BID
1155429,12055304,4/23/2012 12:00:00 AM,UNK,BURGLARY,2,4/30/2012 10:12:05 AM,3600 B/O 16TH ST NW,38.93711435855810,-77.03644805378130,WASHINGTON,DC,1,1D,1D02,FOURTH,408,2,NONE,NONE,NONE,NONE
1155432,12055298,4/23/2012 12:00:00 AM,UNK,THEFT F/AUTO,2,4/30/2012 10:12:05 AM,2500 B/O PENNSYLVANIA AVE SE,38.873201663750,-76.96999221858390,WASHINGTON,DC,7,7A,7A07,SIXTH,607,34,NONE,NONE,NONE,NONE
1155434,12055300,4/23/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:05 AM,200 B/O N ST SW,38.87465025109930,-77.01573385053110,WASHINGTON,DC,6,6D,6D06,FIRST,105,9,NONE,NONE,NONE,NONE
1155435,12055318,4/23/2012 12:00:00 AM,UNK,BURGLARY,2,4/30/2012 10:12:05 AM,1300 B/O W ST SE,38.86435577258170,-76.98692894927340,WASHINGTON,DC,8,8A,8A05,SEVENTH,701,28,NONE,NONE,NONE,NONE
1155436,12055302,4/23/2012 12:00:00 AM,UNK,BURGLARY,1 ARMED,4/30/2012 10:12:05 AM,UNIT B/O MISSISSIPPI AVE SE,38.83262629581870,-77.00651772060290,WASHINGTON,DC,8,8C,8C07,SEVENTH,707,39,NONE,NONE,NONE,NONE
1155438,12055321,4/23/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:06 AM,5600 B/O CONNECTICUT AVE NW,38.96553327595560,-77.07591257592630,WASHINGTON,DC,3,3G,3G05,SECOND,201,10,NONE,NONE,NONE,NONE
1155439,12055289,4/23/2012 12:00:00 AM,UNK,THEFT F/AUTO,2,4/30/2012 10:12:05 AM,3700 B/O GEORGIA AVE NW,38.93697122941690,-77.02436593604780,WASHINGTON,DC,4,4C,4C08,FOURTH,407,18,NONE,NONE,NONE,NONE
1155443,12055317,4/23/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:05 AM,1700 B/O 14TH ST NW,38.91334780029870,-77.03192062254470,WASHINGTON,DC,2,2F,2F01,THIRD,307,7,NONE,NONE,NONE,NONE
1155445,12055327,4/23/2012 12:00:00 AM,UNK,STOLEN AUTO,STOLEN AUTO,4/30/2012 10:12:05 AM,1300 B/O POTOMAC ST NW,38.90731481157540,-77.06526455528430,WASHINGTON,DC,2,2E,2E03,SECOND,206,4,NONE,NONE,NONE,NONE
1155447,12055320,4/23/2012 12:00:00 AM,UNK,ROBBERY,F&V,4/30/2012 10:12:05 AM,2300 B/O 11TH ST NW,38.92159545512250,-77.027036393623,WASHINGTON,DC,1,1B,1B03,THIRD,304,2,NONE,NONE,NONE,NONE
1155451,12055316,4/23/2012 12:00:00 AM,UNK,THEFT F/AUTO,2,4/30/2012 10:12:05 AM,1200 B/O 48TH ST NE,38.90663933587090,-76.93375247201890,WASHINGTON,DC,7,7C,7C07,SIXTH,602,31,NONE,NONE,NONE,NONE
1155454,12055272,4/23/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:05 AM,1300 B/O PENNSYLVANIA AVE NW,38.89610703501790,-77.03073363827040,WASHINGTON,DC,2,2F,2F03,FIRST,101,NONE,NONE,NONE,NONE,DOWNTOWN BID
1155469,12055246,4/23/2012 12:00:00 AM,UNK,BURGLARY,1 ARMED,4/30/2012 10:12:05 AM,3500 B/O 6TH ST SE,38.83907072309860,-76.99845423680160,WASHINGTON,DC,8,8E,8E05,SEVENTH,705,39,NONE,NONE,NONE,NONE
1155475,12055344,4/23/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:05 AM,2000 B/O PENNSYLVANIA AVE NW,38.90101104685010,-77.04577622242830,WASHINGTON,DC,2,2A,2A01,SECOND,207,5,NONE,NONE,NONE,NONE
1155478,12055232,4/23/2012 12:00:00 AM,UNK,ROBBERY,KNIFE,4/30/2012 10:12:05 AM,1800 B/O A ST SE,38.88867171916010,-76.97812728634460,WASHINGTON,DC,6,6B,6B10,FIRST,108,26,NONE,NONE,NONE,NONE
1155485,12055358,4/23/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:06 AM,200 B/O FLORIDA AVE NW,38.91316882550310,-77.01463161760970,WASHINGTON,DC,5,5C,5C03,FIFTH,501,21,NONE,NONE,NONE,NONE
1155492,12055265,4/23/2012 12:00:00 AM,UNK,THEFT,1,4/30/2012 10:12:05 AM,3100 B/O 14TH ST NW,38.929521111408,-77.03276400281860,WASHINGTON,DC,1,1A,1A05,THIRD,302,2,NONE,NONE,NONE,NONE
1155493,12055350,4/23/2012 12:00:00 AM,UNK,THEFT F/AUTO,1,4/30/2012 10:12:06 AM,3000 B/O N ST NW,38.90682812362630,-77.06020094619070,WASHINGTON,DC,2,2E,2E06,SECOND,206,4,NONE,NONE,NONE,NONE
1155495,12055285,4/23/2012 12:00:00 AM,UNK,ROBBERY,F&V,4/30/2012 10:12:05 AM,1100 B/O 4TH ST SW,38.87818486846060,-77.01767192669590,WASHINGTON,DC,6,6D,6D03,FIRST,105,9,NONE,NONE,NONE,NONE
1155498,12055355,4/23/2012 12:00:00 AM,UNK,BURGLARY,2,4/30/2012 10:12:06 AM,1900 B/O S ST SE,38.86824170661830,-76.97615914296030,WASHINGTON,DC,8,8A,8A01,SEVENTH,701,34,NONE,NONE,NONE,NONE
1155506,12055369,4/23/2012 12:00:00 AM,UNK,ROBBERY,SNATCH,4/30/2012 10:12:05 AM,3500 B/O GEORGIA AVE NW,38.93372652886410,-77.02393462221010,WASHINGTON,DC,1,1A,1A08,FOURTH,409,2,NONE,NONE,GEORGIA AVE NW,NONE
1155509,12055374,4/23/2012 12:00:00 AM,UNK,ADW,KNIFE,4/30/2012 10:12:05 AM,4700 B/O ALABAMA AVE SE,38.88098114609870,-76.93926873542830,WASHINGTON,DC,7,7A,7A02,SIXTH,605,33,NONE,NONE,NONE,NONE
1155511,12055389,4/23/2012 12:00:00 AM,UNK,BURGLARY,2,4/30/2012 10:12:05 AM,700 B/O 10TH ST SE,38.88027110683030,-76.99264416529970,WASHINGTON,DC,6,6B,6B04,FIRST,106,26,NONE,NONE,NONE,NONE
1155522,12055402,4/24/2012 12:00:00 AM,UNK,THEFT F/AUTO,2,4/30/2012 10:12:05 AM,1400 B/O EUCLID ST NW,38.92355010853790,-77.03309936326390,WASHINGTON,DC,1,1B,1B07,THIRD,304,2,NONE,NONE,NONE,NONE
1155524,12055399,4/23/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:05 AM,800 B/O 14TH ST NW,38.90077143221660,-77.03196154042410,WASHINGTON,DC,2,2F,2F03,FIRST,101,8,NONE,NONE,NONE,DOWNTOWN BID
1155526,12055412,4/24/2012 12:00:00 AM,UNK,ROBBERY,SNATCH,4/30/2012 10:12:05 AM,1000 B/O HOWARD RD SE,38.86228777783340,-76.99487266482490,WASHINGTON,DC,8,8C,8C01,SEVENTH,703,37,NONE,NONE,NONE,NONE
1155539,12055419,4/24/2012 12:00:00 AM,UNK,STOLEN AUTO,STOLEN AUTO,4/30/2012 10:12:06 AM,2600 B/O SOUTHERN AVE SE,38.84859498488280,-76.96624095737760,WASHINGTON,DC,8,8B,8B04,SEVENTH,702,36,NONE,NONE,NONE,NONE
1155540,12055391,4/23/2012 12:00:00 AM,UNK,THEFT,1,4/30/2012 10:12:05 AM,3100 B/O 14TH ST NW,38.929521111408,-77.03276400281860,WASHINGTON,DC,1,1A,1A05,THIRD,302,2,NONE,NONE,NONE,NONE
1155542,12055426,4/24/2012 12:00:00 AM,UNK,ROBBERY,ASSAULT W/INTENT,4/30/2012 10:12:05 AM,1700 B/O COLUMBIA RD NW,38.92381805406570,-77.04098949608570,WASHINGTON,DC,1,1C,1C06,THIRD,303,1,NONE,NONE,NONE,ADAMS MORGAN BID
1155595,12055433,4/24/2012 12:00:00 AM,UNK,ROBBERY,F&V,4/30/2012 10:12:05 AM,NEW HAMPSHIRE AVE NE & NORTH CAPITOL ST,38.95691625674920,-77.00904666451070,WASHINGTON,DC,4,4B,4B08,FOURTH,406,17,NONE,NONE,NONE,NONE
1155598,12055411,4/24/2012 12:00:00 AM,UNK,BURGLARY,2,4/30/2012 10:12:05 AM,3000 B/O 30TH ST SE,38.85298732654890,-76.96565363355790,WASHINGTON,DC,8,8B,8B02,SEVENTH,702,36,NONE,NONE,NONE,NONE
1155600,12055159,4/23/2012 12:00:00 AM,UNK,THEFT F/AUTO,2,4/30/2012 10:12:05 AM,3200 B/O HIATT PL NW,38.93032496221630,-77.03480919018830,WASHINGTON,DC,1,1A,1A05,THIRD,302,2,NONE,NONE,NONE,NONE
1155612,12055450,4/24/2012 12:00:00 AM,UNK,THEFT F/AUTO,2,4/30/2012 10:12:05 AM,1700 B/O CORCORAN ST NW,38.911866707179,-77.03991904680230,WASHINGTON,DC,2,2B,2B03,THIRD,301,6,NONE,NONE,NONE,NONE
1155629,12055490,4/24/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:05 AM,UNIT B/O 8TH ST NE,38.89030147053920,-76.99493174267720,WASHINGTON,DC,6,6A,6A03,FIRST,107,26,NONE,NONE,NONE,NONE
1155630,12055467,4/24/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:05 AM,1700 B/O CALIFORNIA ST NW,38.91782139535620,-77.04102864238760,WASHINGTON,DC,1,1C,1C07,THIRD,303,1,NONE,NONE,NONE,ADAMS MORGAN BID
1155633,12055482,4/24/2012 12:00:00 AM,UNK,ROBBERY,SNATCH,4/30/2012 10:12:06 AM,4500 B/O CENTRAL AVE NE,38.89010781623560,-76.93723624765490,WASHINGTON,DC,7,7D,7D05,SIXTH,608,33,NONE,NONE,NONE,NONE
1155636,12055476,4/24/2012 12:00:00 AM,UNK,ROBBERY,GUN,4/30/2012 10:12:05 AM,18TH ST NW & COLUMBIA RD NW,38.92266077890540,-77.04268424467650,WASHINGTON,DC,1,1C,1C03,THIRD,303,1,COLUMBIA RD NW & EUCLID ST NW,COLUMBIA RD NW & EUCLID ST NW,NONE,ADAMS MORGAN BID
1155639,12055474,4/24/2012 12:00:00 AM,UNK,THEFT F/AUTO,2,4/30/2012 10:12:05 AM,1400 B/O CHAPIN ST NW,38.92155575644860,-77.03357195713590,WASHINGTON,DC,1,1B,1B06,THIRD,304,2,NONE,NONE,14TH ST NW,NONE
1155642,12055487,4/24/2012 12:00:00 AM,UNK,BURGLARY,2,4/30/2012 10:12:05 AM,900 B/O VARNEY ST SE,38.835868781439,-76.990995354130,WASHINGTON,DC,8,8E,8E04,SEVENTH,706,39,NONE,NONE,NONE,NONE
1155644,12055506,4/24/2012 12:00:00 AM,UNK,THEFT F/AUTO,1,4/30/2012 10:12:05 AM,600 B/O KEEFER PL NW,38.930691314846,-77.02240423489830,WASHINGTON,DC,1,1A,1A09,THIRD,302,2,NONE,NONE,GEORGIA AVE NW,NONE
1155649,12055500,4/24/2012 12:00:00 AM,UNK,ADW,KNIFE,4/30/2012 10:12:06 AM,2900 B/O MARTIN LUTHER KING JR AVE SE,38.84552434556080,-76.99697500662590,WASHINGTON,DC,8,8C,8C02,SEVENTH,707,39,NONE,NONE,NONE,NONE
1155651,12055519,4/24/2012 12:00:00 AM,UNK,ROBBERY,PBS,4/30/2012 10:12:05 AM,2400 B/O ELVANS RD SE,38.85417241607060,-76.98842412463020,WASHINGTON,DC,8,8A,8A07,SEVENTH,703,37,NONE,NONE,ELVANS RD SE,NONE
1155673,12055525,4/24/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:05 AM,400 B/O K ST NW,38.90252084000790,-77.01755193370180,WASHINGTON,DC,6,6C,6C01,FIRST,102,8,NONE,NONE,NONE,MOUNT VERNON TRIANGLE CID
1155682,12055537,4/24/2012 12:00:00 AM,UNK,ADW,OTHER,4/30/2012 10:12:05 AM,1400 B/O ALABAMA AVE SE,38.84585808295710,-76.98392928751080,WASHINGTON,DC,8,8E,8E02,SEVENTH,705,38,NONE,NONE,NONE,NONE
1155683,12055538,4/24/2012 12:00:00 AM,UNK,BURGLARY,2,4/30/2012 10:12:05 AM,2200 B/O WISCONSIN AVE NW,38.91969675110930,-77.07104597314050,WASHINGTON,DC,3,3B,3B02,SECOND,204,14,NONE,NONE,NONE,NONE
1155686,12055518,4/24/2012 12:00:00 AM,UNK,THEFT,1,4/30/2012 10:12:05 AM,1300 B/O CONNECTICUT AVE NW,38.90992746957070,-77.04360677639290,WASHINGTON,DC,2,2B,2B02,SECOND,208,6,NONE,NONE,NONE,GOLDEN TRIANGLE BID
1155688,12055539,4/24/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:05 AM,4100 B/O ALBEMARLE ST NW,38.94791356471010,-77.08085794630630,WASHINGTON,DC,3,3E,3E03,SECOND,202,11,NONE,NONE,NONE,NONE
1155697,12055492,4/24/2012 12:00:00 AM,UNK,ADW,OTHER,4/30/2012 10:12:06 AM,4200 B/O 6TH ST SE,38.82778667063710,-76.99849673235370,WASHINGTON,DC,8,8D,8D02,SEVENTH,706,39,NONE,NONE,NONE,NONE
1155698,12055579,4/24/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:06 AM,800 B/O MARIETTA PL NW,38.95919636791640,-77.02503443167470,WASHINGTON,DC,4,4B,4B05,FOURTH,403,18,NONE,NONE,NONE,NONE
1155704,12055577,4/24/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:05 AM,3200 B/O D ST SE,38.88442488292220,-76.96061316095250,WASHINGTON,DC,7,7A,7A03,SIXTH,603,32,NONE,NONE,NONE,NONE
1155708,12055581,4/24/2012 12:00:00 AM,UNK,ADW,KNIFE,4/30/2012 10:12:06 AM,1300 B/O HOWARD RD SE,38.86055289666350,-76.99230111890020,WASHINGTON,DC,8,8C,8C01,SEVENTH,703,37,NONE,NONE,NONE,NONE
1155709,12055526,4/24/2012 12:00:00 AM,UNK,BURGLARY,2,4/30/2012 10:12:06 AM,1400 B/O BANGOR ST SE,38.860525889333,-76.98586813122960,WASHINGTON,DC,8,8A,8A05,SEVENTH,701,28,NONE,NONE,NONE,NONE
1155711,12055569,4/24/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:05 AM,2000 B/O 14TH ST NW,38.91755510615860,-77.031951044989,WASHINGTON,DC,1,1B,1B04,THIRD,305,3,NONE,NONE,NONE,NONE
1155714,12055555,4/24/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:05 AM,1300 B/O EMERALD ST NE,38.89672060462750,-76.98690781706930,WASHINGTON,DC,6,6A,6A06,FIRST,108,25,NONE,NONE,NONE,NONE
1155715,12055570,4/24/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:06 AM,1000 B/O 30TH ST NW,38.90303619469650,-77.05904992115650,WASHINGTON,DC,2,2E,2E05,SECOND,206,4,NONE,NONE,NONE,NONE
1155721,12055592,4/24/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:06 AM,2400 B/O 20TH ST NW,38.92136466588430,-77.046902668128,WASHINGTON,DC,1,1C,1C03,THIRD,303,1,NONE,NONE,NONE,NONE
1155723,12055604,4/24/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:05 AM,4700 B/O SHERIFF RD NE,38.90287636681310,-76.93423116376610,WASHINGTON,DC,7,7C,7C07,SIXTH,602,31,NONE,NONE,NONE,NONE
1155726,12055611,4/24/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:05 AM,900 B/O A ST NE,38.89089773771720,-76.99321421873160,WASHINGTON,DC,6,6A,6A03,FIRST,107,26,NONE,NONE,NONE,NONE
1155734,12055630,4/24/2012 12:00:00 AM,UNK,THEFT F/AUTO,2,4/30/2012 10:12:05 AM,HOLMEAD PL NW & NEWTON ST NW,38.93248112716930,-77.03086615045620,,,1,1A,1A04,FOURTH,409,2,NONE,NONE,NONE,NONE
1155737,12055621,4/24/2012 12:00:00 AM,UNK,THEFT,TAGS,4/30/2012 10:12:05 AM,1300 B/O MORRIS RD SE,38.86163050400150,-76.98945989461770,WASHINGTON,DC,8,8A,8A03,SEVENTH,701,28,NONE,NONE,NONE,NONE
1155738,12055632,4/24/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:05 AM,1100 B/O NEW YORK AVE NW,38.90088946076920,-77.02757808719260,WASHINGTON,DC,2,2F,2F06,FIRST,101,8,NONE,NONE,NONE,DOWNTOWN BID
1155739,12055623,4/24/2012 12:00:00 AM,UNK,STOLEN AUTO,STOLEN AUTO,4/30/2012 10:12:05 AM,4400 B/O H ST SE,38.87865795254940,-76.93685447735450,WASHINGTON,DC,7,7E,7E01,SIXTH,604,33,NONE,NONE,NONE,NONE
1155740,12055528,4/24/2012 12:00:00 AM,UNK,ROBBERY,ASSAULT W/INTENT,4/30/2012 10:12:05 AM,3100 B/O BRUCE PL SE,38.85170777069030,-76.98374400426880,WASHINGTON,DC,8,8E,8E01,SEVENTH,704,38,NONE,NONE,NONE,NONE
1155743,12055614,4/24/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:05 AM,1000 B/O 19TH ST NW,38.90313410384240,-77.04345815439930,WASHINGTON,DC,2,2B,2B06,SECOND,207,6,NONE,NONE,NONE,GOLDEN TRIANGLE BID
1155744,12055635,4/24/2012 12:00:00 AM,UNK,STOLEN AUTO,STOLEN AUTO,4/30/2012 10:12:05 AM,1700 B/O 3RD ST NW,38.91302236125660,-77.01524766579140,WASHINGTON,DC,5,5C,5C01,FIFTH,501,21,NONE,NONE,NONE,NONE
1155745,12055613,4/24/2012 12:00:00 AM,UNK,THEFT,1,4/30/2012 10:12:05 AM,900 B/O RHODE ISLAND AVE NE,38.92221671815250,-76.99314002978120,WASHINGTON,DC,5,5B,5B03,FIFTH,505,22,NONE,NONE,NONE,NONE
1155747,12055631,4/24/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:05 AM,2300 B/O WISCONSIN AVE NW,38.921511760986,-77.07228412094630,WASHINGTON,DC,3,3B,3B02,SECOND,204,14,NONE,NONE,NONE,NONE
1155749,12055636,4/24/2012 12:00:00 AM,UNK,STOLEN AUTO,STOLEN AUTO,4/30/2012 10:12:05 AM,21ST ST NW & PENNSYLVANIA AVE NW,38.90131811038560,-77.04665257832020,,,2,2A,2A06,SECOND,207,6,NONE,NONE,NONE,NONE
1155751,12055615,4/24/2012 12:00:00 AM,UNK,THEFT,1,4/30/2012 10:12:05 AM,900 B/O RHODE ISLAND AVE NE,38.92221671815250,-76.99314002978120,WASHINGTON,DC,5,5B,5B03,FIFTH,505,22,NONE,NONE,NONE,NONE
1155756,12055596,4/24/2012 12:00:00 AM,UNK,STOLEN AUTO,STOLEN AUTO,4/30/2012 10:12:05 AM,800 B/O FLORIDA AVE NE,38.90452384399650,-76.99429318263110,WASHINGTON,DC,5,5B,5B06,FIFTH,506,23,NONE,NONE,NONE,NONE
1155762,12055660,4/24/2012 12:00:00 AM,UNK,THEFT,1,4/30/2012 10:12:05 AM,1800 B/O CONNECTICUT AVE NW,38.91493476126060,-77.04629769485520,WASHINGTON,DC,2,2D,2D02,SECOND,208,1,NONE,NONE,NONE,NONE
1155765,12055598,4/24/2012 12:00:00 AM,UNK,STOLEN AUTO,STOLEN AUTO,4/30/2012 10:12:05 AM,800 B/O FLORIDA AVE NE,38.90452384399650,-76.99429318263110,WASHINGTON,DC,5,5B,5B06,FIFTH,506,23,NONE,NONE,NONE,NONE
1155768,12055673,4/24/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:05 AM,2000 B/O 19TH ST NW,38.91739506594980,-77.04407150165920,WASHINGTON,DC,1,1C,1C01,THIRD,303,1,NONE,NONE,NONE,NONE
1155770,12055662,4/24/2012 12:00:00 AM,UNK,ADW,GUN,4/30/2012 10:12:05 AM,3300 B/O D ST SE,38.88442631895410,-76.95865919761250,WASHINGTON,DC,7,7A,7A03,SIXTH,603,32,NONE,NONE,NONE,NONE
1155773,12055676,4/24/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:05 AM,1000 B/O 31ST ST NW,38.90301372653060,-77.06113659407060,WASHINGTON,DC,2,2E,2E05,SECOND,206,4,NONE,NONE,NONE,NONE
1155774,12055612,4/24/2012 12:00:00 AM,UNK,ADW,GUN,4/30/2012 10:12:05 AM,1500 B/O RHODE ISLAND AVE NE,38.92585716535910,-76.98287673236970,WASHINGTON,DC,5,5B,5B04,FIFTH,504,22,NONE,NONE,NONE,NONE
1155775,12055622,4/24/2012 12:00:00 AM,UNK,BURGLARY,2,4/30/2012 10:12:05 AM,100 B/O 8TH ST SE,38.88805208194650,-76.99499760216220,WASHINGTON,DC,6,6B,6B02,FIRST,107,26,NONE,NONE,NONE,NONE
